2
144 80
-1.333333	-1	0.2340021	0.05817638	1
-1.314685	-1	0.237979	0.06465533	1
-1.296037	-1	0.2420266	0.07054095	1
-1.277389	-1	0.2461184	0.07592849	1
-1.258741	-1	0.2502359	0.08089129	1
-1.240093	-1	0.2543662	0.08548695	1
-1.221445	-1	0.2584999	0.08976182	1
-1.202797	-1	0.26263	0.09375362	1
-1.184149	-1	0.2667518	0.09749374	1
-1.165501	-1	0.2708615	0.1010082	1
-1.146853	-1	0.2749565	0.1043193	1
-1.128205	-1	0.2790349	0.1074459	1
-1.109557	-1	0.2830955	0.1104043	1
-1.090909	-1	0.2871372	0.1132086	1
-1.072261	-1	0.2911595	0.1158713	1
-1.053613	-1	0.2951621	0.1184031	1
-1.034965	-1	0.2991448	0.1208136	1
-1.016317	-1	0.3031077	0.1231115	1
-0.997669	-1	0.3070508	0.1253042	1
-0.979021	-1	0.3109744	0.1273987	1
-0.960373	-1	0.3148789	0.1294009	1
-0.941725	-1	0.3187645	0.1313165	1
-0.923077	-1	0.3226315	0.1331505	1
-0.9044289	-1	0.3264806	0.1349074	1
-0.8857809	-1	0.3303119	0.1365913	1
-0.8671329	-1	0.3341261	0.1382061	1
-0.8484849	-1	0.3379236	0.1397551	1
-0.8298369	-1	0.3417048	0.1412417	1
-0.8111888	-1	0.3454701	0.1426686	1
-0.7925408	-1	0.3492202	0.1440387	1
-0.7738928	-1	0.3529554	0.1453542	1
-0.7552448	-1	0.3566762	0.1466177	1
-0.7365968	-1	0.3603831	0.1478312	1
-0.7179487	-1	0.3640764	0.1489966	1
-0.6993007	-1	0.3677568	0.1501158	1
-0.6806527	-1	0.3714245	0.1511905	1
-0.6620047	-1	0.3750801	0.1522223	1
-0.6433567	-1	0.378724	0.1532127	1
-0.6247086	-1	0.3823565	0.154163	1
-0.6060606	-1	0.3859782	0.1550745	1
-0.5874126	-1	0.3895894	0.1559485	1
-0.5687646	-1	0.3931904	0.156786	1
-0.5501166	-1	0.3967818	0.1575881	1
-0.5314685	-1	0.4003639	0.1583558	1
-0.5128205	-1	0.403937	0.15909	1
-0.4941725	-1	0.4075016	0.1597915	1
-0.4755245	-1	0.411058	0.1604612	1
-0.4568765	-1	0.4146066	0.1610998	1
-0.4382285	-1	0.4181476	0.161708	1
-0.4195804	-1	0.4216815	0.1622866	1
-0.4009324	-1	0.4252087	0.162836	1
-0.3822844	-1	0.4287294	0.1633569	1
-0.3636364	-1	0.4322439	0.1638498	1
-0.3449884	-1	0.4357527	0.1643152	1
-0.3263403	-1	0.439256	0.1647536	1
-0.3076923	-1	0.4427542	0.1651654	1
-0.2890443	-1	0.4462475	0.165551	1
-0.2703963	-1	0.4497363	0.1659108	1
-0.2517483	-1	0.4532209	0.1662452	1
-0.2331002	-1	0.4567015	0.1665544	1
-0.2144522	-1	0.4601786	0.1668387	1
-0.1958042	-1	0.4636523	0.1670985	1
-0.1771562	-1	0.467123	0.1673339	1
-0.1585082	-1	0.470591	0.1675451	1
-0.1398601	-1	0.4740566	0.1677324	1
-0.1212121	-1	0.47752	0.167896	1
-0.1025641	-1	0.4809816	0.1680358	1
-0.08391609	-1	0.4844416	0.1681522	1
-0.06526807	-1	0.4879004	0.1682452	1
-0.04662005	-1	0.4913581	0.1683149	1
-0.02797203	-1	0.4948152	0.1683613	1
-0.00932401	-1	0.4982718	0.1683845	1
0.00932401	-1	0.5017282	0.1683845	1
0.02797203	-1	0.5051848	0.1683613	1
0.04662005	-1	0.5086419	0.1683149	1
0.06526807	-1	0.5120996	0.1682452	1
0.08391609	-1	0.5155584	0.1681522	1
0.1025641	-1	0.5190184	0.1680358	1
0.1212121	-1	0.52248	0.167896	1
0.1398601	-1	0.5259434	0.1677324	1
0.1585082	-1	0.529409	0.1675451	1
0.1771562	-1	0.532877	0.1673339	1
0.1958042	-1	0.5363477	0.1670985	1
0.2144522	-1	0.5398214	0.1668387	1
0.2331002	-1	0.5432985	0.1665544	1
0.2517483	-1	0.5467791	0.1662452	1
0.2703963	-1	0.5502637	0.1659108	1
0.2890443	-1	0.5537525	0.165551	1
0.3076923	-1	0.5572458	0.1651654	1
0.3263403	-1	0.560744	0.1647536	1
0.3449884	-1	0.5642473	0.1643152	1
0.3636364	-1	0.5677561	0.1638498	1
0.3822844	-1	0.5712706	0.1633569	1
0.4009324	-1	0.5747913	0.162836	1
0.4195804	-1	0.5783185	0.1622866	1
0.4382285	-1	0.5818524	0.161708	1
0.4568765	-1	0.5853934	0.1610998	1
0.4755245	-1	0.588942	0.1604612	1
0.4941725	-1	0.5924984	0.1597915	1
0.5128205	-1	0.596063	0.15909	1
0.5314685	-1	0.5996361	0.1583558	1
0.5501166	-1	0.6032182	0.1575881	1
0.5687646	-1	0.6068096	0.156786	1
0.5874126	-1	0.6104106	0.1559485	1
0.6060606	-1	0.6140218	0.1550745	1
0.6247086	-1	0.6176435	0.154163	1
0.6433567	-1	0.621276	0.1532127	1
0.6620047	-1	0.6249199	0.1522223	1
0.6806527	-1	0.6285755	0.1511905	1
0.6993007	-1	0.6322432	0.1501158	1
0.7179487	-1	0.6359236	0.1489966	1
0.7365968	-1	0.6396169	0.1478312	1
0.7552448	-1	0.6433238	0.1466177	1
0.7738928	-1	0.6470446	0.1453542	1
0.7925408	-1	0.6507798	0.1440387	1
0.8111888	-1	0.6545299	0.1426686	1
0.8298369	-1	0.6582952	0.1412417	1
0.8484849	-1	0.6620764	0.1397551	1
0.8671329	-1	0.6658739	0.1382061	1
0.8857809	-1	0.6696881	0.1365913	1
0.9044289	-1	0.6735194	0.1349074	1
0.923077	-1	0.6773685	0.1331505	1
0.941725	-1	0.6812355	0.1313165	1
0.960373	-1	0.6851211	0.1294009	1
0.979021	-1	0.6890256	0.1273987	1
0.997669	-1	0.6929492	0.1253042	1
1.016317	-1	0.6968923	0.1231115	1
1.034965	-1	0.7008552	0.1208136	1
1.053613	-1	0.7048379	0.1184031	1
1.072261	-1	0.7088405	0.1158713	1
1.090909	-1	0.7128628	0.1132086	1
1.109557	-1	0.7169045	0.1104043	1
1.128205	-1	0.7209651	0.1074459	1
1.146853	-1	0.7250435	0.1043193	1
1.165501	-1	0.7291385	0.1010082	1
1.184149	-1	0.7332482	0.09749374	1
1.202797	-1	0.73737	0.09375362	1
1.221445	-1	0.7415001	0.08976182	1
1.240093	-1	0.7456338	0.08548695	1
1.258741	-1	0.7497641	0.08089129	1
1.277389	-1	0.7538816	0.07592849	1
1.296037	-1	0.7579734	0.07054095	1
1.314685	-1	0.762021	0.06465533	1
1.333333	-1	0.7659979	0.05817638	1
-1.333333	-0.9746835	0.2282608	0.06277997	1
-1.314685	-0.9746835	0.2323043	0.06923171	1
-1.296037	-0.9746835	0.236419	0.07510649	1
-1.277389	-0.9746835	0.2405792	0.08049439	1
-1.258741	-0.9746835	0.2447665	0.08546528	1
-1.240093	-0.9746835	0.2489682	0.0900745	1
-1.221445	-0.9746835	0.2531746	0.09436674	1
-1.202797	-0.9746835	0.257379	0.09837855	1
-1.184149	-0.9746835	0.2615762	0.1021404	1
-1.165501	-0.9746835	0.2657624	0.1056778	1
-1.146853	-0.9746835	0.2699349	0.1090126	1
-1.128205	-0.9746835	0.2740917	0.1121632	1
-1.109557	-0.9746835	0.2782314	0.1151457	1
-1.090909	-0.9746835	0.2823529	0.117974	1
-1.072261	-0.9746835	0.2864556	0.1206605	1
-1.053613	-0.9746835	0.290539	0.1232158	1
-1.034965	-0.9746835	0.294603	0.1256494	1
-1.016317	-0.9746835	0.2986475	0.1279698	1
-0.997669	-0.9746835	0.3026726	0.1301846	1
-0.979021	-0.9746835	0.3066784	0.1323006	1
-0.960373	-0.9746835	0.3106652	0.1343238	1
-0.941725	-0.9746835	0.3146334	0.1362598	1
-0.923077	-0.9746835	0.3185831	0.1381136	1
-0.9044289	-0.9746835	0.3225149	0.1398897	1
-0.8857809	-0.9746835	0.3264292	0.1415923	1
-0.8671329	-0.9746835	0.3303263	0.1432251	1
-0.8484849	-0.9746835	0.3342067	0.1447917	1
-0.8298369	-0.9746835	0.3380708	0.1462951	1
-0.8111888	-0.9746835	0.3419192	0.1477384	1
-0.7925408	-0.9746835	0.3457522	0.1491243	1
-0.7738928	-0.9746835	0.3495703	0.1504552	1
-0.7552448	-0.9746835	0.3533739	0.1517334	1
-0.7365968	-0.9746835	0.3571637	0.1529611	1
-0.7179487	-0.9746835	0.3609398	0.1541402	1
-0.6993007	-0.9746835	0.3647029	0.1552727	1
-0.6806527	-0.9746835	0.3684533	0.1563602	1
-0.6620047	-0.9746835	0.3721914	0.1574043	1
-0.6433567	-0.9746835	0.3759178	0.1584066	1
-0.6247086	-0.9746835	0.3796328	0.1593683	1
-0.6060606	-0.9746835	0.3833368	0.1602908	1
-0.5874126	-0.9746835	0.3870303	0.1611753	1
-0.5687646	-0.9746835	0.3907136	0.1620229	1
-0.5501166	-0.9746835	0.3943871	0.1628347	1
-0.5314685	-0.9746835	0.3980512	0.1636117	1
-0.5128205	-0.9746835	0.4017063	0.1643548	1
-0.4941725	-0.9746835	0.4053528	0.1650649	1
-0.4755245	-0.9746835	0.408991	0.1657428	1
-0.4568765	-0.9746835	0.4126212	0.1663892	1
-0.4382285	-0.9746835	0.416244	0.1670048	1
-0.4195804	-0.9746835	0.4198595	0.1675904	1
-0.4009324	-0.9746835	0.4234681	0.1681466	1
-0.3822844	-0.9746835	0.4270703	0.1686738	1
-0.3636364	-0.9746835	0.4306662	0.1691728	1
-0.3449884	-0.9746835	0.4342563	0.1696439	1
-0.3263403	-0.9746835	0.4378409	0.1700877	1
-0.3076923	-0.9746835	0.4414202	0.1705045	1
-0.2890443	-0.9746835	0.4449946	0.1708949	1
-0.2703963	-0.9746835	0.4485645	0.1712591	1
-0.2517483	-0.9746835	0.4521301	0.1715976	1
-0.2331002	-0.9746835	0.4556918	0.1719106	1
-0.2144522	-0.9746835	0.4592498	0.1721984	1
-0.1958042	-0.9746835	0.4628044	0.1724613	1
-0.1771562	-0.9746835	0.466356	0.1726996	1
-0.1585082	-0.9746835	0.4699048	0.1729135	1
-0.1398601	-0.9746835	0.4734512	0.1731031	1
-0.1212121	-0.9746835	0.4769954	0.1732686	1
-0.1025641	-0.9746835	0.4805377	0.1734102	1
-0.08391609	-0.9746835	0.4840785	0.173528	1
-0.06526807	-0.9746835	0.4876179	0.1736222	1
-0.04662005	-0.9746835	0.4911564	0.1736927	1
-0.02797203	-0.9746835	0.4946941	0.1737397	1
-0.00932401	-0.9746835	0.4982314	0.1737632	1
0.00932401	-0.9746835	0.5017686	0.1737632	1
0.02797203	-0.9746835	0.5053059	0.1737397	1
0.04662005	-0.9746835	0.5088436	0.1736927	1
0.06526807	-0.9746835	0.5123821	0.1736222	1
0.08391609	-0.9746835	0.5159215	0.173528	1
0.1025641	-0.9746835	0.5194623	0.1734102	1
0.1212121	-0.9746835	0.5230046	0.1732686	1
0.1398601	-0.9746835	0.5265488	0.1731031	1
0.1585082	-0.9746835	0.5300952	0.1729135	1
0.1771562	-0.9746835	0.533644	0.1726996	1
0.1958042	-0.9746835	0.5371956	0.1724613	1
0.2144522	-0.9746835	0.5407502	0.1721984	1
0.2331002	-0.9746835	0.5443082	0.1719106	1
0.2517483	-0.9746835	0.5478699	0.1715976	1
0.2703963	-0.9746835	0.5514355	0.1712591	1
0.2890443	-0.9746835	0.5550054	0.1708949	1
0.3076923	-0.9746835	0.5585798	0.1705045	1
0.3263403	-0.9746835	0.5621591	0.1700877	1
0.3449884	-0.9746835	0.5657437	0.1696439	1
0.3636364	-0.9746835	0.5693338	0.1691728	1
0.3822844	-0.9746835	0.5729297	0.1686738	1
0.4009324	-0.9746835	0.5765319	0.1681466	1
0.4195804	-0.9746835	0.5801405	0.1675904	1
0.4382285	-0.9746835	0.583756	0.1670048	1
